,time,open,high,low,close,tickvol,vol
92,2020-09-22 14:00:00,96930,96935,96755,96865,60780,212410
93,2020-09-22 14:15:00,96870,97050,96815,96955,59918,222142
94,2020-09-22 14:30:00,96955,96980,96725,96885,82545,299010
95,2020-09-22 14:45:00,96885,97270,96810,97225,99787,386593
96,2020-09-22 15:00:00,97220,97640,97220,97590,122911,526968
97,2020-09-22 15:15:00,97585,97775,97400,97490,106888,439862
98,2020-09-22 15:30:00,97495,97585,97365,97505,80328,310699
99,2020-09-22 15:45:00,97510,97550,97330,97335,58843,220678
100,2020-09-22 16:00:00,97335,97505,97205,97385,72927,267849
101,2020-09-22 16:15:00,97385,97525,97335,97390,68827,275564
102,2020-09-22 16:30:00,97390,97565,97280,97440,87723,376764
103,2020-09-22 16:45:00,97440,97460,97220,97280,80854,313695
104,2020-09-22 17:00:00,97285,97400,97215,97270,47918,158907
105,2020-09-22 17:15:00,97275,97285,97085,97160,33099,109117
106,2020-09-22 17:30:00,97160,97245,96985,97025,41911,128750
107,2020-09-22 17:45:00,97025,97045,96945,96975,18120,53851
108,2020-09-23 09:00:00,97500,97520,97245,97315,70503,194546
109,2020-09-23 09:15:00,97315,97315,97040,97145,85531,250238
110,2020-09-23 09:30:00,97145,97330,97135,97180,111185,331795
111,2020-09-23 09:45:00,97185,97350,97110,97285,93393,285784
112,2020-09-23 10:00:00,97285,97285,96840,97145,195738,624593
113,2020-09-23 10:15:00,97150,97360,97070,97130,175606,587219
114,2020-09-23 10:30:00,97135,97375,96915,97030,180004,619031
115,2020-09-23 10:45:00,97035,97260,96800,97090,178050,636998
116,2020-09-23 11:00:00,97090,97280,96830,96965,142796,529766
117,2020-09-23 11:15:00,96965,96980,96585,96850,156511,552952
118,2020-09-23 11:30:00,96855,96920,96495,96720,146586,545643
119,2020-09-23 11:45:00,96725,96810,96455,96625,123634,466486
120,2020-09-23 12:00:00,96625,96735,96540,96620,76264,276290
121,2020-09-23 12:15:00,96615,96765,96510,96555,95214,351796
122,2020-09-23 12:30:00,96555,96570,96185,96425,120364,453817
123,2020-09-23 12:45:00,96420,96565,96315,96415,80354,277316
124,2020-09-23 13:00:00,96415,96615,96335,96605,66565,250083
125,2020-09-23 13:15:00,96610,96825,96515,96775,104733,404512
126,2020-09-23 13:30:00,96780,97245,96720,97210,123295,443951
127,2020-09-23 13:45:00,97215,97465,97075,97410,101262,392391
128,2020-09-23 14:00:00,97415,97430,97195,97280,72284,277826
129,2020-09-23 14:15:00,97275,97350,97170,97180,57011,226673
130,2020-09-23 14:30:00,97180,97210,96940,96945,91149,351041
131,2020-09-23 14:45:00,96940,97050,96680,96810,113964,419849
132,2020-09-23 15:00:00,96815,96820,96585,96720,93775,343565
133,2020-09-23 15:15:00,96715,96725,96230,96335,138002,541288
134,2020-09-23 15:30:00,96335,96460,96180,96415,96371,386032
135,2020-09-23 15:45:00,96415,96445,96055,96215,106681,445508
136,2020-09-23 16:00:00,96215,96305,95770,96095,124220,506803
137,2020-09-23 16:15:00,96100,96205,95980,96190,83367,338789
138,2020-09-23 16:30:00,96190,96270,95960,96025,79209,344549
139,2020-09-23 16:45:00,96025,96030,95505,95695,111524,475412
140,2020-09-23 17:00:00,95695,95715,95515,95630,41452,172280
141,2020-09-23 17:15:00,95630,95720,95575,95665,23718,87828
142,2020-09-23 17:30:00,95670,95710,95605,95630,17523,65387
143,2020-09-23 17:45:00,95630,95650,95510,95610,16024,54327
144,2020-09-24 09:00:00,95400,95960,95300,95880,112342,320721
145,2020-09-24 09:15:00,95880,95995,95820,95905,82296,238724
146,2020-09-24 09:30:00,95910,95925,95470,95505,151419,442092
147,2020-09-24 09:45:00,95500,95980,95480,95945,140335,441623
148,2020-09-24 10:00:00,95945,96080,95730,95785,169246,551373
149,2020-09-24 10:15:00,95780,96310,95710,96285,141379,474857
150,2020-09-24 10:30:00,96290,96450,95925,96140,208150,705104
151,2020-09-24 10:45:00,96140,96590,96025,96440,171319,573073
152,2020-09-24 11:00:00,96440,96890,96410,96720,171652,606981
153,2020-09-24 11:15:00,96715,96910,96570,96600,114818,401651
154,2020-09-24 11:30:00,96600,96920,96510,96845,115652,414802
155,2020-09-24 11:45:00,96845,97125,96845,97040,132171,479413
156,2020-09-24 12:00:00,97040,97170,96955,97155,89448,327364
157,2020-09-24 12:15:00,97155,97255,96980,97150,88186,306139
158,2020-09-24 12:30:00,97150,97420,97105,97325,88084,324262
159,2020-09-24 12:45:00,97330,97490,97205,97405,78951,297258
160,2020-09-24 13:00:00,97405,97475,97230,97285,73341,276998
161,2020-09-24 13:15:00,97280,97385,97165,97280,80777,296347
162,2020-09-24 13:30:00,97285,97415,97210,97365,60937,229665
163,2020-09-24 13:45:00,97365,97690,97230,97630,108642,416379
164,2020-09-24 14:00:00,97635,97930,97625,97895,117480,448814
165,2020-09-24 14:15:00,97895,97985,97810,97870,85552,322226
166,2020-09-24 14:30:00,97870,98040,97825,97910,88455,336003
167,2020-09-24 14:45:00,97905,98025,97785,97975,95228,381281
168,2020-09-24 15:00:00,97970,98080,97735,97845,90170,348806
169,2020-09-24 15:15:00,97850,97890,97365,97425,129003,498955
170,2020-09-24 15:30:00,97420,97630,97325,97510,89320,342145
171,2020-09-24 15:45:00,97515,97530,97055,97125,118103,462340
172,2020-09-24 16:00:00,97125,97290,97080,97245,77878,319264
173,2020-09-24 16:15:00,97245,97370,96820,96885,131590,539715
174,2020-09-24 16:30:00,96885,97115,96800,97065,89625,375822
175,2020-09-24 16:45:00,97065,97260,97010,97060,87661,350655
176,2020-09-24 17:00:00,97055,97090,96955,97010,46204,188722
177,2020-09-24 17:15:00,97010,97025,96815,96880,32151,126013
178,2020-09-24 17:30:00,96875,96905,96770,96805,24807,91727
179,2020-09-24 17:45:00,96800,97095,96730,96980,21031,80723
180,2020-09-25 09:00:00,96505,96680,96330,96355,82260,233330
181,2020-09-25 09:15:00,96360,96465,96310,96425,63661,190532
182,2020-09-25 09:30:00,96420,96560,96100,96335,125336,380081
183,2020-09-25 09:45:00,96335,96495,96320,96400,81935,263628
184,2020-09-25 10:00:00,96400,96480,96235,96280,111905,397892
185,2020-09-25 10:15:00,96285,96315,95740,95810,176496,645533
186,2020-09-25 10:30:00,95810,95945,95550,95900,186105,710274
187,2020-09-25 10:45:00,95900,96050,95705,96040,142015,516020
188,2020-09-25 11:00:00,96035,96095,95650,95700,135597,503507
189,2020-09-25 11:15:00,95695,96175,95660,96050,129124,486816
190,2020-09-25 11:30:00,96050,96150,95865,96020,109524,425468
191,2020-09-25 11:45:00,96025,96155,95865,96015,97266,386888
192,2020-09-25 12:00:00,96020,96280,95935,95970,104960,403453
193,2020-09-25 12:15:00,95975,96290,95945,96250,79435,309529
194,2020-09-25 12:30:00,96250,96645,96245,96325,124340,484153
195,2020-09-25 12:45:00,96325,96370,96025,96165,97346,402254
196,2020-09-25 13:00:00,96165,96520,96135,96515,72272,288847
197,2020-09-25 13:15:00,96520,96630,96365,96415,94049,379410
198,2020-09-25 13:30:00,96420,96450,96285,96345,62006,262497
199,2020-09-25 13:45:00,96350,96600,96310,96580,58694,236699
200,2020-09-25 14:00:00,96580,96765,96520,96570,87663,350507
201,2020-09-25 14:15:00,96570,96655,96470,96550,65326,264096
202,2020-09-25 14:30:00,96555,96705,96550,96620,61996,249053
203,2020-09-25 14:45:00,96615,96675,96525,96570,44907,179462
204,2020-09-25 15:00:00,96575,96760,96375,96395,97623,387877
205,2020-09-25 15:15:00,96400,96620,96385,96550,66335,262636
206,2020-09-25 15:30:00,96545,96600,96285,96365,69307,284811
207,2020-09-25 15:45:00,96365,96655,96325,96630,72616,302267
208,2020-09-25 16:00:00,96630,96915,96605,96750,115716,504218
209,2020-09-25 16:15:00,96755,96880,96675,96825,64249,276771
210,2020-09-25 16:30:00,96820,96885,96615,96820,68593,313750
211,2020-09-25 16:45:00,96820,97175,96765,97130,84518,380805
212,2020-09-25 17:00:00,97125,97170,97005,97100,43610,188602
213,2020-09-25 17:15:00,97095,97125,97060,97075,12918,48186
214,2020-09-25 17:30:00,97075,97120,97050,97060,13861,47221
215,2020-09-25 17:45:00,97065,97100,96990,97085,14861,47988
216,2020-09-28 09:00:00,98300,98380,98100,98180,58691,179978
217,2020-09-28 09:15:00,98180,98450,98180,98320,69173,207520
218,2020-09-28 09:30:00,98315,98375,98110,98190,66633,204260
219,2020-09-28 09:45:00,98185,98225,98100,98135,47577,148275
220,2020-09-28 10:00:00,98135,98140,97710,98050,167688,515167
221,2020-09-28 10:15:00,98050,98210,97990,98080,116891,374714
222,2020-09-28 10:30:00,98080,98355,97925,98005,187405,596958
223,2020-09-28 10:45:00,98005,98180,97860,97925,139379,457957
224,2020-09-28 11:00:00,97925,98010,97590,97760,141122,511673
225,2020-09-28 11:15:00,97755,98100,97695,97730,143027,513303
226,2020-09-28 11:30:00,97730,97810,97155,97385,179556,706725
227,2020-09-28 11:45:00,97385,97430,97070,97190,127060,486797
228,2020-09-28 12:00:00,97195,97365,97170,97210,70110,258520
229,2020-09-28 12:15:00,97205,97270,96860,97090,106186,413581
230,2020-09-28 12:30:00,97095,97265,96955,97165,85930,330601
231,2020-09-28 12:45:00,97160,97210,97045,97180,55023,213458
232,2020-09-28 13:00:00,97180,97440,97010,97070,130609,548014
233,2020-09-28 13:15:00,97070,97075,95965,96210,194381,763380
234,2020-09-28 13:30:00,96215,96295,95875,96270,111792,438661
235,2020-09-28 13:45:00,96270,96450,96160,96200,87486,385853
236,2020-09-28 14:00:00,96195,96225,95140,95275,204971,797457
237,2020-09-28 14:15:00,95270,95300,94425,94615,177575,711261
238,2020-09-28 14:30:00,94615,95030,94310,94875,134213,524452
239,2020-09-28 14:45:00,94875,95195,94860,94905,100016,418775
240,2020-09-28 15:00:00,94905,95475,94885,95330,100402,400875
241,2020-09-28 15:15:00,95330,95560,95210,95405,110379,451307
242,2020-09-28 15:30:00,95410,95655,95375,95585,93473,380121
243,2020-09-28 15:45:00,95590,95740,95300,95410,99233,391873
244,2020-09-28 16:00:00,95410,95470,95035,95300,118582,462728
245,2020-09-28 16:15:00,95295,95350,95140,95345,75143,331700
246,2020-09-28 16:30:00,95350,95360,94940,95035,92864,388309
247,2020-09-28 16:45:00,95035,95035,94465,94585,113527,457079
248,2020-09-28 17:00:00,94590,94850,94495,94805,63147,257617
249,2020-09-28 17:15:00,94800,94840,94715,94755,23702,99342
250,2020-09-28 17:30:00,94750,94785,94525,94580,31666,119921
251,2020-09-28 17:45:00,94580,94605,94475,94500,15222,48325
252,2020-09-29 09:00:00,94615,94850,94105,94385,137488,393278
253,2020-09-29 09:15:00,94390,95200,94390,95170,184037,571221
254,2020-09-29 09:30:00,95170,95310,95090,95175,100448,310753
255,2020-09-29 09:45:00,95180,95210,94320,94440,199822,602179
256,2020-09-29 10:00:00,94445,94840,94260,94630,212869,708865
257,2020-09-29 10:15:00,94630,94755,93790,94260,227061,745377
258,2020-09-29 10:30:00,94265,94710,94175,94440,193939,698159
259,2020-09-29 10:45:00,94440,95095,94435,94825,193905,707996
260,2020-09-29 11:00:00,94820,95120,94740,95055,138953,553064
261,2020-09-29 11:15:00,95060,95520,94890,95280,156403,595231
262,2020-09-29 11:30:00,95285,95355,94805,94875,155416,595226
263,2020-09-29 11:45:00,94870,94965,94525,94790,138745,513975
264,2020-09-29 12:00:00,94790,94965,94090,94260,150845,624293
265,2020-09-29 12:15:00,94260,94840,94205,94760,117721,440137
266,2020-09-29 12:30:00,94760,94985,94415,94435,139780,574614
267,2020-09-29 12:45:00,94440,94515,94070,94210,119890,438243
268,2020-09-29 13:00:00,94210,94440,93890,94220,126368,441669
269,2020-09-29 13:15:00,94220,94295,94035,94290,80043,296868
270,2020-09-29 13:30:00,94295,94370,93915,93930,90385,359897
271,2020-09-29 13:45:00,93930,93990,93690,93925,117241,403641
272,2020-09-29 14:00:00,93925,93935,93515,93605,114167,398544
273,2020-09-29 14:15:00,93605,93910,93550,93895,81706,303851
274,2020-09-29 14:30:00,93895,94045,93695,93720,101249,374161
275,2020-09-29 14:45:00,93715,93775,93315,93700,117701,453758
276,2020-09-29 15:00:00,93695,93835,93580,93600,76355,308280
277,2020-09-29 15:15:00,93605,94040,93580,93960,104946,428637
278,2020-09-29 15:30:00,93960,94085,93810,93935,91547,382584
279,2020-09-29 15:45:00,93935,94145,93755,93770,86989,351615
280,2020-09-29 16:00:00,93775,93870,93705,93780,68261,288787
281,2020-09-29 16:15:00,93780,93870,93630,93675,56573,241422
282,2020-09-29 16:30:00,93670,93900,93600,93630,70040,271581
283,2020-09-29 16:45:00,93630,93675,93345,93355,71625,293819
284,2020-09-29 17:00:00,93350,93570,93350,93415,50878,200366
285,2020-09-29 17:15:00,93415,93480,93220,93390,47698,175920
286,2020-09-29 17:30:00,93395,93700,93330,93580,31102,113032
287,2020-09-29 17:45:00,93585,93595,93375,93465,17437,54217
288,2020-09-30 09:00:00,93400,93765,93140,93590,154111,408284
289,2020-09-30 09:15:00,93590,94085,93525,94075,149721,425737
290,2020-09-30 09:30:00,94075,94390,93900,94295,131010,402264
291,2020-09-30 09:45:00,94295,94340,94150,94195,101968,312773
292,2020-09-30 10:00:00,94200,94585,94130,94495,192438,635179
293,2020-09-30 10:15:00,94495,94510,94050,94260,163007,533492
294,2020-09-30 10:30:00,94265,94795,94230,94755,210450,712824
295,2020-09-30 10:45:00,94755,94900,94605,94695,132315,440667
296,2020-09-30 11:00:00,94695,94970,94655,94775,136919,455587
297,2020-09-30 11:15:00,94770,95355,94740,95205,160612,550890
298,2020-09-30 11:30:00,95210,95390,94610,94705,191991,679714
299,2020-09-30 11:45:00,94705,94725,94365,94400,156527,544104
300,2020-09-30 12:00:00,94400,94865,94400,94545,115562,408591
301,2020-09-30 12:15:00,94550,94835,94430,94600,100404,342467
302,2020-09-30 12:30:00,94600,94665,94350,94595,99155,352818
303,2020-09-30 12:45:00,94595,94790,94555,94735,67112,230682
304,2020-09-30 13:00:00,94735,95080,94725,95050,95878,332327
305,2020-09-30 13:15:00,95050,95100,94840,94905,83555,298434
306,2020-09-30 13:30:00,94910,94910,94470,94510,96617,324586
307,2020-09-30 13:45:00,94510,94665,94480,94600,74357,255811
308,2020-09-30 14:00:00,94605,94710,94355,94600,123901,430030
309,2020-09-30 14:15:00,94600,94825,94405,94415,110085,392418
310,2020-09-30 14:30:00,94420,94560,94210,94525,133761,469934
311,2020-09-30 14:45:00,94525,94680,94455,94655,88737,301869
312,2020-09-30 15:00:00,94660,95085,94635,94870,127462,456018
313,2020-09-30 15:15:00,94870,95240,94670,94895,166169,602626
314,2020-09-30 15:30:00,94895,95070,94520,94655,108579,411963
315,2020-09-30 15:45:00,94650,94750,94410,94615,109874,418464
316,2020-09-30 16:00:00,94620,94870,94525,94590,105423,397117
317,2020-09-30 16:15:00,94585,94855,94295,94800,125501,468684
318,2020-09-30 16:30:00,94810,94995,94675,94875,93751,351054
319,2020-09-30 16:45:00,94880,94880,94605,94655,65452,251837
320,2020-09-30 17:00:00,94660,94745,94455,94515,78367,303520
321,2020-09-30 17:15:00,94515,94680,94410,94630,38321,127993
322,2020-09-30 17:30:00,94630,95050,94630,95020,39999,145171
323,2020-09-30 17:45:00,95025,95255,95010,95075,25428,92204
324,2020-10-01 09:00:00,95370,95590,95030,95085,118186,322734
325,2020-10-01 09:15:00,95080,95110,94885,95060,107574,304659
326,2020-10-01 09:30:00,95060,95195,94950,95150,116699,322750
327,2020-10-01 09:45:00,95150,95195,94730,94810,125848,390853
328,2020-10-01 10:00:00,94805,94870,94610,94775,169507,574005
329,2020-10-01 10:15:00,94775,94855,94205,94590,183752,641631
330,2020-10-01 10:30:00,94595,94600,94085,94295,221464,761712
331,2020-10-01 10:45:00,94295,94445,93830,94090,197078,672188
332,2020-10-01 11:00:00,94090,94090,93700,94015,172123,574378
333,2020-10-01 11:15:00,94020,94145,93760,94105,148124,497413
334,2020-10-01 11:30:00,94105,94170,93950,94025,98296,351986
335,2020-10-01 11:45:00,94030,94140,93870,94100,95606,360527
336,2020-10-01 12:00:00,94100,94165,93775,94000,120271,449638
337,2020-10-01 12:15:00,94005,94285,93955,94055,103673,378059
338,2020-10-01 12:30:00,94060,94115,93670,93745,115721,444636
339,2020-10-01 12:45:00,93740,93890,93535,93830,121417,457549
340,2020-10-01 13:00:00,93830,93915,93670,93800,76998,293480
341,2020-10-01 13:15:00,93795,93945,93710,93895,64175,240697
342,2020-10-01 13:30:00,93895,94080,93860,94040,64686,230980
343,2020-10-01 13:45:00,94035,94100,93890,94000,77742,285603
344,2020-10-01 14:00:00,94000,94220,93995,94200,74436,282514
345,2020-10-01 14:15:00,94195,94420,94130,94405,116541,423375
346,2020-10-01 14:30:00,94405,94525,94310,94395,118532,436533
347,2020-10-01 14:45:00,94395,94900,94285,94710,153714,587077
348,2020-10-01 15:00:00,94705,94955,94365,94530,163553,647962
349,2020-10-01 15:15:00,94525,95045,94395,94980,105793,408919
350,2020-10-01 15:30:00,94980,95365,94970,95175,128516,547882
351,2020-10-01 15:45:00,95175,95495,95120,95360,101198,424003
352,2020-10-01 16:00:00,95355,95525,95235,95265,88367,359451
353,2020-10-01 16:15:00,95265,95450,95115,95270,95600,370863
354,2020-10-01 16:30:00,95270,95425,95205,95260,64929,258345
355,2020-10-01 16:45:00,95260,95575,95195,95560,77613,311272
356,2020-10-01 17:00:00,95555,95565,95310,95330,50983,205070
357,2020-10-01 17:15:00,95335,95520,95300,95495,38649,147522
358,2020-10-01 17:30:00,95490,95505,95350,95365,20799,71898
359,2020-10-01 17:45:00,95365,95380,95220,95235,18647,62576
360,2020-10-02 09:00:00,94500,95170,94365,95110,151980,426683
361,2020-10-02 09:15:00,95110,95240,94805,95190,142026,386959
362,2020-10-02 09:30:00,95195,95235,94710,94870,132902,360395
363,2020-10-02 09:45:00,94875,94960,94750,94865,80795,244508
364,2020-10-02 10:00:00,94865,94985,94560,94950,165895,528496
365,2020-10-02 10:15:00,94950,95180,94700,94835,180827,620720
366,2020-10-02 10:30:00,94835,95870,94735,95845,276069,914951
367,2020-10-02 10:45:00,95845,95905,95570,95695,147440,468857
368,2020-10-02 11:00:00,95695,96040,95615,95900,129326,440005
369,2020-10-02 11:15:00,95895,95905,95460,95560,129008,422802
370,2020-10-02 11:30:00,95555,95635,95300,95395,114226,391155
371,2020-10-02 11:45:00,95390,95485,95095,95260,116958,416384
372,2020-10-02 12:00:00,95260,95350,95145,95260,79330,281600
373,2020-10-02 12:15:00,95260,95490,95170,95380,107682,373367
374,2020-10-02 12:30:00,95375,95410,94655,94795,158134,583811
375,2020-10-02 12:45:00,94795,94890,94385,94440,106582,391743
376,2020-10-02 13:00:00,94445,94945,94245,94765,126608,464875
377,2020-10-02 13:15:00,94765,94990,94710,94735,85295,320096
378,2020-10-02 13:30:00,94740,94925,94585,94875,93915,331832
379,2020-10-02 13:45:00,94875,94970,94630,94685,86364,316118
380,2020-10-02 14:00:00,94685,94785,94325,94325,119695,428058
381,2020-10-02 14:15:00,94325,94590,94115,94575,98903,347583
382,2020-10-02 14:30:00,94580,94710,94235,94285,111991,404990
383,2020-10-02 14:45:00,94290,94480,94140,94405,81864,303295
384,2020-10-02 15:00:00,94405,94630,94370,94595,75618,271073
385,2020-10-02 15:15:00,94595,94680,94455,94570,66914,256133
386,2020-10-02 15:30:00,94570,94660,94475,94540,59668,237696
387,2020-10-02 15:45:00,94535,94545,94255,94295,88466,342501
388,2020-10-02 16:00:00,94290,94325,93810,93975,129943,528689
389,2020-10-02 16:15:00,93980,94285,93880,94255,73760,297979
390,2020-10-02 16:30:00,94255,94420,94165,94375,69164,283969
391,2020-10-02 16:45:00,94380,94390,93815,93855,85062,336507
392,2020-10-02 17:00:00,93850,93985,93505,93510,89020,364454
393,2020-10-02 17:15:00,93510,93685,93500,93525,28176,107723
394,2020-10-02 17:30:00,93525,93650,93325,93330,39689,155137
395,2020-10-02 17:45:00,93340,93415,93120,93300,27413,111240
396,2020-10-05 09:00:00,94155,94285,93800,94170,114795,315681
397,2020-10-05 09:15:00,94165,94215,93660,94025,145822,443749
398,2020-10-05 09:30:00,94025,94195,93985,94095,97499,314978
399,2020-10-05 09:45:00,94095,94300,94030,94220,98756,322355
400,2020-10-05 10:00:00,94220,94570,94110,94560,175638,622123
401,2020-10-05 10:15:00,94560,94790,94275,94365,170422,573403
402,2020-10-05 10:30:00,94375,94485,94005,94225,193201,662479
403,2020-10-05 10:45:00,94225,94410,93910,94175,156193,540217
404,2020-10-05 11:00:00,94175,94660,94170,94615,164948,584585
